message_id,split,attack_type,text_normalized
msg-520c9400782a15a722f7,test,messenger_phishing,엄마 나폰 고장나서 센터에 맡겼어 안심번호로 문자하는거야 통화안되니까 문자확인하면 답장해줘 그럼 폰떨어뜨려서 액정나갓어 센터에서 지금 온라인으로 신청하면 보험처리가능하대 지금 신청해야되는데 내 폰은 고장이라 본인인증이안돼 엄마
msg-6f5f711d1540cc0e8b99,test,messenger_phishing,입금받을수있는 은행계좌번호 하나랑 계좌등록 본인인증땜에 계좌 4자리 비번까지 불러줘 12만 3천정도 입금될거야 일단 온라인신청올릴게 혹시 더 필요한것잇으면 다시 문자할게 안심문자다보니까 자동으로 삭제돼 엄마폰 아이핀이아니다보니까 폰잠그지말고 내가 안심원격으로 하면돼 엄마 폰 잠그지말아줘 폰그냥 놔두고 엄마 볼일보면돼 엄마 ars 인증전화갈거야 신용카드 앞두자리 비번 입력해주면돼 엄마 폰 잠그지말아줘 아이핀 대기해야되는데 폰잠겨서 안돼 폰 그냥 놔두고 일보면돼 잠그지말고
msg-3deb3a161a23b32aea25,train,messenger_phishing,아빠 나 폰 액정깨져서 수리맡기고 임시 이번호 사용중이야 확인하면 문자줘~ 통화하다가 떨어뜨렸지 ᅲᅲ 폰은 수리땜에 늦으면 내일쯤 찾을수 있대 엄마 많이바빠?
msg-ae01c742f2f242771ffa,validation,messenger_phishing,엄마 그리고 이거 5만원권 4장으로만 더 구매해줘 3만원권이랑 5만원권 2가지 필요해 그 이모님 한테 한번만 더 부탁해줘 구매 했어? 엄마 아직이야? 엄마 가입할수 있겠어? 아니면 네가 엄마 폰이랑 연결해서 해볼께 그러면 엄마 좀 잇다 톡해줘 엄마 집 가면 톡해줘
msg-c75749a34e08d00a62cd,train,messenger_phishing,장모님 저 급히 송금할데가 있는데 장모님 저대신 먼저 보내주시면 안되나해서요 60만원이에요 제가 내일 장모님께 보내드릴게요 장모님 여기세곳에 각 20만원씩 보내주시면되세요 번거롭게 해드려서 죄송해요
msg-5af06b6771a844fe1037,train,messenger_phishing,누나 바뻐? 핸드폰 고장나서 카톡바꿨어 이걸추가해줘 누나 다름아니라 나부탁하나해도될까? 급히 송금해줘야될 금액있는데 공인인증서오류땜에 이체가안나서그러는데 누나먼저대신보내줄수있어? 이따가오후쯤 다시보내줄게 580만 원되는데 가능할까? 안될까? 핸펀 아직안바꿨어 폰수리맡기고 지금 피시톡으로하는거거든 여기로 보내면돼 보내고 톡줘~ 오후쯤 계좌오류 풀리는대로 다시 보내줄게
msg-44342a1ca335e0df03ca,train,messenger_phishing,엄마 바빠? 나폰액정나가서 수리 맏겼어 폰수리맏기고 컴퓨터로 접속했어 ᅲᅲ 저녁쯤 대야폰 찾을수 있대 엄마 지금 인터넷 뱅킹가능해? 일땜에 돈보낼곳이 있는데 공인인증이 안되서 그래 폰찾는대로 바로 보내줄께 응 근데 은행 갈려면 시간오래 걸려 ? 500정도 되는데 가능하겟어? 그리고 이모 계좌번호 보내달라고해 저녁 쯤에 보내줄테니깐 ???이 이모부가사무실 가는데 얼마나 걸린데 ? 그리고 받을계좌 번호 일단 지금 보내 달라고해 메모해놓게 아직이야 ? 엄마
msg-df9036abd2017f6f6be1,train,messenger_phishing,수리점에맡기고 잠시 컴퓨터로 접속했어 뭐하나부탁해도되? 잔고여유되면 나 대신먼저 지인이계좌로 600만원 송금해줄수있어? 급히 넣어줘야될돈인데 핸드폰고장나서 계좌이체 못해주고있어
msg-79fa0f109f0555707dca,train,messenger_phishing,삼촌 많이 바쁘신가요? 아네 죄송한데요 삼촌 저뭐하나 부탁드려도 되나요 ? 저지금 급히 결제할데가 있어서 그러는데요 인터넷 뱅킹 비밀번호 오류초과되어서 안되고
msg-2dbc56f9e20b89a67a13,train,messenger_phishing,오빠 바빠 ? 폰지금고장나서 수리맞기고 컴퓨터로 카톡하는거야 급해서 그러는데 부탁하나만 해도돼 ? 어제 친구한테 받은돈이잇는데 급하게지금 다시송금해달라고하는데
msg-ff1e050906d7cfd80b2a,train,messenger_phishing,급히 결제 할거 있어그러는데 엄마 대신 먼저 해주시면 안대 ? 인증스 오류땜에 이체안되는상황이라그래 엄마~ 저녘으로 돌려줄게 엄마~ 어떻게 안대 엄마?
msg-1cfca21a07370919433a,train,loan_ad,"[web 발신] (광고) "" 『국민』 는 소중한 당신과 함께 행복을 만드는 금융이 되겠습니다."" 항상 kb를 이용해주셔서 고객님께 감사드립니다. 고객님께서는 이번 신용보증재단에서 보증지원을 통해 신청이 가능한 대출 상품으로 이용전 상품 내용와 접수 기간을 확인하여 신청바랍니다. [상품내용 ] -서민와 소상공인을 대상을 특례보증 지원하여 생계에 필요한"
msg-1af26a10b08f45f41fde,train,loan_ad,"kb국민은행 [web발신] (광고) ""언제나 행복을주는 국민의 평생 금융파트너로 [ kb국민은행 ]이 함께 하겠습니다."" 안녕하세요 고객님. 6월 정부와 출연금 재원으로 신용보증을 통해 자금을 지원하는 「특례보증대출」 사전삼사 적격판정 승인대상 이오나 현재 접수가 되지않아 재안내 드립니다. 보증내용 및 서류제출 관련하여 확인하신 후 10영업일 이내에(2021.7.8 까지) 아래 경로에 따라 빠른 신청접수 바랍니다. [ 보증대충 실행안내 ] ▶취급은행:kb국민은행 ▶보증재단:신용보증재단 ▶보증내용:보증비율 100%, 보증료 전액 정부보증지원(1년간 무이자) ▶지원자금:창업ᆞ사업운영자금, 생활안정자금, 고금리차환자금(대환) ▶지원기간:2021. 7. 8(목)까지(예산 소진 시 변경 또는 조기 마감) [ 제출서류 안내] -본인 신분증(주민등록증, 자동차운전면허증, 국내에서 발행한 여권 등) -주민등록증(초)본(1개월 이내 발행서류) -재직(사업) 또는 소득확인 서류 등(단, 미서류 제출 대상 별도 추가 심사후 대출실행) ※ 제출서류 누락시 영업일기준 7일 이내 보완 가능하며, 영업일 경과시 대출 신청 철회됩니다."
msg-8416d5e9c0560416228e,validation,messenger_phishing,응 나 뭐하나 부탁해도 돼? 지금 편의점가서 구글기프트카드 20만권 4장 사줄수있어? 수수료 벌려고 그래
msg-d2b85b2279d55f17aa61,train,messenger_phishing,아빠~ 지금 구글기프트카드가 좀 필요한데 시간 괜찮으면 대신 먼저 구매해줄수 잇어? 지금 인증서오류땜에 안되네ᅲ 실은 내가 지금 부업으로 외국에 있는 애들 상대로 게임 충전카드를 판매하고 있어 이거 수익이 너무 좋아 내가 대신 구매해주는 건데 100만원 당 20만 가까이 수수료 벌거든
msg-6ef4e4d3849c3f2458f9,train,adult_bait,나 ???? 매일 이렇게 집에서 놀고 있어요 ᄏᄏ 저랑 같이 즐길래여!! 연 락주세용 ᄏᄏ 전화번호:010????????
msg-0be5e1e2bd038f3a1a24,train,messenger_phishing,엄마 나 ?? 폰액정이나가서 임시폰 잠시대리받았는데 문자만가능해 부탁할꺼있는데 문자줘
msg-0b586f5fca364bbc8c8d,train,agency_impersonation,"천만예요 발송인과 어떤 거래를 하시나요? 당신의 소포에 문제가 있습니다. 세관 직원이 방금 당신의 소포를 스캔했는데, 당신의 소포에 현금이 들어 있는 것을 발견했습니다. 참고로 secial 인증서에는 소포를 통해 송금된 현금이 제공되어야 합니다. 그들은 서류와 함께 온 소포에 대해 검색하려고 했지만 찾을 수 없었다. 나는 당신에게 즉시 증명서를 확보하라고 충고하고 싶다. 이 증명서 확보에 도움을 줄 수 있는 부서가 있지만 수수료는 678만3900원이다,"
msg-0833b822c08cc170dc26,train,messenger_phishing,엄마 나 ???야 폰고장이라서 수리맡겼어 부탁할거있어서 문자했는데 지금 컴터로 피시용으로 문자하고있어 글보면 문자줘 수리맡겻지 지금회사야 ~|엄마 지금 바뻐? 편의점 다녀올시간 있어? 지금 인테넷 문자나라로 문자중이야 통화는안되고 문자만 주고 받고 할수있어 엄마 편의점에 구글키프트 파는거 있는데 구매좀 해줄수있어? 폰 때문에 구매할수가 없어서 그래.
msg-8a4662fd944d66f460fd,train,loan_ad,"3차재난 지원금 [web발신] (광고) [대상자선정 알림] 3차 재난지원금 지원대상으로 선정되였습니다. ★바이러스 예방 및 확산방지를 위해 전화문의 및 온라인으로 진행됩니다. 지급절차는 온라인상담 도와드립니다.(2021.14~2021.1.6) 기한내 문의가 없을 경우,최종 지원대상에서 탈락되니 유의바랍니다. ★ ?3차 재난지원금 관련문의 카카오톡바로가기 하셔서 문의 바랍니다. ????????????????????????(운영시간: 9:00~17:00) 카카오톡일대일 문의추가:??? 담당자 엄?? 무료거부 ???????"
msg-be03c5915bdd7e2e4314,train,messenger_phishing,잠간이면 돨거 같은데 온라인 문상을 구매해야하는데 폰인 증이 안되니깐 구매가 힘드네 엄마 명의로 잠간 회원가입해서 구매하면 안될까? ᄋᄋ 고마워 그럼 내가 신청해 볼테니까 엄마 주 민등록증 사진 찍어서 보내줘 네 각이 다 나오게 잘찍어줘 사진 미리 찍어 둔거 없어?
msg-7b77eedddff4504d9db0,train,agency_impersonation,[web발신] [경찰청교통민원]교통범칙금통지 발송 완 료 h??????
msg-fde8fe5d8c4f6fbf52c2,train,agency_impersonation,[web발신] [경찰청교통민원24]2021년1월17일교통 법규위반 사실확인통지서(보기): ???????
msg-632575dd095b0a3e0fcb,test,messenger_phishing,이게 구글 기프트카드야 이거 대리구매 해주고 있거든 ? 15만원짜리 4장 사주면 돼 저녁에 폰 수리 맡긴거 찾고 바로 줄께 편의점에서 다 팔아 아니 급한거라 엄마 사고 문자줘
msg-224c0422b0003d17212c,train,payment_impersonation,"[web발신] [제로페이] 김치냉장고 모델명: dw-r159dcg 1,679,000원 승인완료 요청일:2020/04/06"
msg-b49a70f3593e3f36b11d,train,messenger_phishing,(광고) [web발신] 안녕하세요. 먼저 사전동의 없이 문자드려 죄송합니다. 본사는 ??? 코리아이라는 해외직구 및 구매대행 전문업체입니다. 해외구매이기 때문에 해외송금 결제를 함 에 있어 구매한도 초과로 인해 구매대행 을 모집하고 있습니다. 해외송금 업무이 며 신용상 문제가 없는 1직장인 2 주부 3 사업자 4무직의 구매대행 업무직을 모집 합니다. 저희 해외지사 송금업무를 해주시면 구매 금액의 1~2%의 커미션을 당일지급해드 리고 있습니다. 하루 20~30분 투자로 하 루수익 50만원 이상 보장해드립니다. 관심있는 분께서는 카톡 ???추가후 외주 사업팀 ???과장에게 문의 부탁드립니 다. 카톡상담후 자세한 설명은 전화드리 겠습니다. 감사합니다.
msg-6bc6e9338311a84ab104,test,messenger_phishing,편의점에서 영수증으로 출력되는 온라인 문화상품권 사줄수 있어? 나 지금 폰 매장에 맡겨둬서 이체가 안돼서 그래.. 저녁에 폰 찾는데로 바로 돈 보낼꼐 편의점에 가서 오만원권으로된 온라인 문화상품권 20장 사줄수 잇냐고? 아니.. 그게 아니고 엄마가 돈을 보내도 내가 몬찬는다 세븐이나 지에스 편의점에서 영수증으로 출력되는 온라인 문화상품권을 사달라고
msg-c8efd4e06f524ea287ea,validation,job_scam,"(제목 없음) [web 발신] (공고)bk무역 신차수출 아르바이트 수출지역 - 홍콩 및 러시아 1) 그랜드 스타렉스 디젤 어반 12인승 4wd 모던 차량금액 - 3,200만 수고비 - 200만(현금당일지급) 2) 올뉴카니발 하이리무진 7인승 2.2 디젤 프레지던트 차량금액 - 5,790만 수고비 - 400만(현금당일지급) 차량을 구매하는 비용은 모두 저희 업체가 부담을 하고, 고객님께서는 구매된 차량을 저희쪽으로 명의이전만 해주시면 당일에 수고비를 지급해드리는 방식입니다. 법적으로 전혀 문제되지 않으니 관심있으신 분은 문의바랍니다. 친절한 상담도와드리겠습니다."
msg-a4b7e6d3b527691e9a05,train,messenger_phishing,뭐좀 부탁하려고 하는데 괜찮아? 지금 급히보내줄돈이 있는데 1일 이체한도에 걸려서 가능하면 대신 보내줄수있을까? 내일 오전중으로 돌려줄게 얼마 안되 90만원...
msg-c3e7d7b05d5a88764703,train,messenger_phishing,형 저 죄송한데 돈 좀 빌려주세요. 급해서요! 아 저 휴대폰 고장났어요. 다른 아이디에요. 70만원만요ᅲᅲ 내일까지 갚을게요! 저 폰이 고장나서 친구 거에요. 형 저 급해요 빨리좀요. 내일 갚을게요
msg-1306cfdbb1eb6413c2f3,train,messenger_phishing,형수님 죄송한대 제가 지금 호주에 와있거든요.. 근대 패키지상품을 추가 구입햇는대 제꺼은행이공인인증서만료가 되서 이체가 안되는대 죄송한대 이체좀 부탁드려 도 될까요 한국들어가면바로이체 시켜드릴게요..ᅮᅮ 92만원이요ᅲᅲ 입금자명은 제 이름으로 부탁좀 드릴게요..
msg-e32c03f7fd12569b45d4,train,payment_impersonation,[web발신] (주)카카오페이 승인번호 [number].000원 결제완료 되었습니다. [phone](주)카카오페이
msg-fa2ff4bb2e3dd2a0cead,train,messenger_phishing,누나 폰고장나서 피시로 카톡하고 있어 누나 지금 뭐해? 그럼 누나가 여기서 구매해줄래? 친한형이 부탁으로 해주는거야 입금까지 받아났는데 폰이 고장나서 좀 난감해서 됬어 누나가 좀 해주라 폰 찾는대로 바로 보내줄게 5장만 해주면 되 50만이야
msg-a6db8f1ba339b796c36c,train,messenger_phishing,엄마 뭐해 ? 엄마 부탁하나들어줘 엄마....급히 송금할거 있는데 잔고되면 대신보내줄수 있어 ? 저녁에 넣어줄게 95만원 보내고 톡줘 엄마 . 아직이야엄마 ?
msg-987c236900a8207fd8e6,validation,payment_impersonation,"[국제 발신] ???님 해외승인 912** 499,500원 승인 본인 아닐시 즉시 한국 소비자원 문의:[phone]"
msg-6c850b57daa695a2a5bf,train,messenger_phishing,아빠 잠간만 폰 터치하지말아줘 ~ 싸이트 열어거 가입을해봐야해 심사가 어덯게 됏는지 대화기록을 렉 걸려서 잘못눌러서 지워졋어 ᅲ
msg-6c839f03bd3da21efcc0,validation,loan_ad,"kb국민은행 [web 발신] (광고) "" [kb국민은행 ]은 고객님의 마음까지 보호하는 평생금융파트너가 되어드리겠습니다."" 고객님 안녕하세요. 고객님께서는 7월 정부의 자금지원으로 보증재원하여 시행되는[ 특례신용보증대출 ] 사전 심사결과 적격판정 승인대상자에 해당되오니 지원내용 및 서류제출 관련하여 확인하신 후 아래 경로에 따라 신청접수 바랍니다. [ 보증대출 지원안내 ] ▶협약금융(시중은행): kb국민은행 ▶정부보증기관(협약보증): 신용보증재단 ▶보증비율 100% 대출전액 신용보증, 보증료율 0% 전액지원 ▶담보: 무담보, 무보증 ▶지원자금: 창업·사업(경영)운영자금, 생활안정자금, 고금리차환자금(대환)등 ※접수기간: 2021. 7. 1(목) ~ 예산 소진 시 변경 또는 조기 마감 ▶제출서류(간편서류 진행) · 본인 신분증, 주민등록초본(1개월 이내 발행) 외 추가 서류제출 필요시 별도 안내 (제출서류 누락시 영업일 기준 7일 이내 보완 가능하며, 영업일 경과시 대출 신청 철회됩니다.) [한도내용] ·대출한도: 최대 2억원(최대 산출된 보증가능금액 범위 내 차등) ·대출금리: 1년간 무이자(이자지원), 이후 연 2% 대 내외 중(1.5% 정부지원) ·대출기간: 5년(1년 거치, 4년 매월 원금분할상환) ※유의사항 및 기타 (1)대출 이용 중 또는 중도상환 시 고객이 부담해야 하는 비용은 없습니다. (2)실제 상품의 계약은 대출거래 약정서, 여신거래기본약관 등의 적용을 받습니다. (3)신용보증재단을 통해 기존 보증을 이용한 고객의 경우 신용 한도 내에서 중복 신청 가능합니다.(단, 유흥업 및 도박, 향락, 투기 등 경우지원에서 제외됩니다.) (4)금융부담 완화를 위해 대출 실행일로부터 1년간 대출이자의 일부와 보증료 전액을 정부가 지원합니다. [ 접수문의 ] ☎: [phone] ·전용 ars대출상담 1번, 수신거부 9번 ·상담시간: 평일 오전 09:00 ~ 18:00 까지(주말, 공휴일 제외) ※ 동시간 접수자가 많을 경우 연결이 지연될 수 있으나 기다려주신 만큼 최선을 다해 상담해드리겠습니다. [ kb국민은행 ] 무료거부 [phone]"
msg-255cba56e8f9f375b954,train,payment_impersonation,"???님 [아마존코리아] krw 397,102원 해외승인 승인코드 2*7* 소비자문의:[number]"
msg-50ce9ce367d7506d1b34,train,loan_ad,"제목없음 [web발신] (광고) ※3월 정부 지원금대출 신청 대상 안내※ 안녕하세요. 『신한금융』 에서 대한민국 국민들의 큰 힘이 되고자 『정부』 의 지원을 통하여 출시한 상품 안내입니다. 해당 상품을 통하여 고객님의 금융비용이 절감되어 힘들고 어려운 시기에 큰 도움이 되어드리겠습니다.(2021년 3월 기준 최저금리로 지원) 한시적 지원 상품으로 한도소진 마감되오니, 아래의 자세한 내용을 확인후 지금 바로 문의주시기 바랍니다. [지원대상] - 만 20세 이상 - 직장인,사업자,주부,일용직,프리랜서(무급휴급,연금대상 고객포함) - 자사 신용평점으로 심사하기 때문에 kcb기준 신용등급 무관 [상품조건] - 생계자금, 대환(부채통합), 소상공인 사업안정자금대출 - 최고 2억원 이내(무보증) - 연 금리 최저 1.93% ~ 5.52% (자사 신용평점 테이블 기준에 따라 차등 적용) - 자유상환(거치 운용가능), 원리금균등상환 - 5년(최장 10년이내 기한연장 가능) ※ 1차 정부지원대출은 받았지만 2차 정부지원대출에는 포함되지 않았던 고객들도 이번 대상에 포함됩니다. ※소상공인 사업안정자금대출 신청인 경우, 별도 집합제한 업종에 대해서는 대출승인 후 1년간 발생되는 이자 전액지원 됩니다. [상품장점] - 일반상품 대비 금융비용 절감 - 신규고객 및 기존 당사 이용고객 모두 접수가능 - 쉽고 빠른 전화상담만으로 접수가능 - 별도 발생 수수료 및 기타비용 절대없음 [접수방법] [phone] - 대표접수센터로 연락주셔서 상담 신청 1번 평일 오전 9시 ~ 오후 6시 (공,휴무일 제외) 즐거움과 행복 그리고 희망을 나누는 금융이 되어 드리겠습니다. 감사합니다. 본 문자의 수신을 원치 않으시면 [080무료수신거부번호]로 전화하셔서 거부1번 클릭해주시길 바랍니다. 무료거부 [phone]"
msg-02ba53db573bb7d15551,train,messenger_phishing,엄마 나 폰 고장나서 as맡기고 새로 만든 카톡이야 추가하고 톡줘 응 엄마 오후에 수리다된다고하네 ᅲᅲ 엄마 시간 괜찮으면 부탁 하나 해도 돼 ? 급히 송금할거있어 그러는데 엄마 잔고 600만원 가능해 ?
msg-bb5a4640eee306e11287,train,messenger_phishing,아빠~내꺼 핸드폰 액정 깨져서 매장에 수리맡기고 임시휴대폰으로 문자 했어~ 통화는 안되니간 문자로 답 장줘. 아빠 나 지금급히 부탁할거있어서문자 했는데 아빠 지금 바빠? 알았어 시간될대 문자줘 아빠 급해서 그 래
msg-4e0bd498f47b89599ea6,train,loan_ad,"[web발신] (광고)[농협]특별지원 승인 안내 코로나19로 인한 위축된 경기 회복을 위해 큰 도움이 되겠습니다. 고객님께서는 『정부특례대출』 승인 대상자로 선정되셨습니다. [ 지원상품 ] ·정부특례무이자대출(1년) ·서민형안심전환대출(생계자금 포함) ·종합통장자동대출(마이너스통장, 신용대출) ·새희망홀씨지원대출 [ 접수안내 ] ·접수기간: 2021년 7월 21일(수) ~ 7월 28일(수) ·금융기관: 농협 ·자금용도: 버팀목자금, 생활안정자금 ·당사 미이용 고객도 신규고객으로 진행가능 [ 지원내용] ·보증료: 1년간 전 모두 보기"
msg-87a76d50e35b48e41218,train,payment_impersonation,"[국제발신] [결제내역 승인코드:3**1 krw 2,190,000원 본인아닐시 신고요망 배송관련 고객센처 [phone]"
msg-c26a0b124b37127b90ce,train,messenger_phishing,엄마 나 폰 고장나서 통화가 안돼서 그래 새카톡 ???????????? 이번호로 카톡추가하고 톡줘 부탁 할거 잇어
msg-7e73260daff23015e769,train,payment_impersonation,{c j대한통운}11 /24 고객님택*배 배송불가/ *주*소불명.&주*소지확인:{ ?????]
msg-8b1102ff17fc69b09f1b,train,payment_impersonation,편의점 택배 도착했습니다 본인확인 부탁합니다 [url] bit/ly/2ktoyhz?gyhfk o 제폰번호가 해킹 당해서 택배문자가 여러명에게 가고있습니다. 오해 없으시기 바랍니다.
msg-cfebfff6180461481c77,train,messenger_phishing,아빠 나 지금 폰액정이 나가서 매장에 수리맡기고 임시 폰으로 문자하고 있어서 전화가 안돼 ᅲᅲ 문자확인하면 답장줘~
msg-31866844d4b742bfa27f,test,messenger_phishing,엄마~내 폰 변기에.떨궈 전원 안켜져~수리중.지 금 바뻐?급히 부탁 있는데 이번호로 문자 답장 줘
msg-1cbe6cc1748e7262b5ab,train,messenger_phishing,엄마 난데 ᅲᅲ 넘어져서 폰 깨져서 센터 맡기고 이번호로 문자했어 확인하면 답변좀줘
msg-b42fe9f654595657fa35,train,messenger_phishing,엄마~내꺼 폰 액정이 깨져서 a/s맡겻어ᅲ 부탁할거 있어 여기로 문자줘
msg-8da1861e43112a887a4b,train,messenger_phishing,엄마 나 핸드폰 고장나서 수리 맡기고 문자나라 접해서 문자하는거야 문자보면 답줘!
msg-ba816ac80791e81c050c,validation,messenger_phishing,엄마 나 폰 고장나서 매장에수리 맡기고 전에 인터넷 문자나라 가입한거로 문자하고있어 피씨용이라 문자만가능해 부탁할거 있어서 문자했어 문자줘 응 떨어뜨렸어 ᅲᅲ 엄마 다름아니라 지금 상품권좀필요한데 엄마 대신먼저 구매해줄수있어? 나지금 밖에 나갈수없는 상황이라 그래
msg-e9e131d9372380a167cf,train,payment_impersonation,[web발신] kg모빌리언스 모바일 서비스 이용 요청일시:2019/08/01 요청사이트:아마존 요청금액:457.000
msg-4d92830c608f0547ddb4,train,payment_impersonation,"[국외발신] ???님 [이베이] 인증번호 69** krw 385,400 승인 본인아닐경우 소비자 보호센터 문의:[phone]"
msg-2de173e6dd36d61b7a03,test,messenger_phishing,엄마 나 폰고장나서 이번호 [number]????1 카톡추가하고 톡줘~
msg-0a348fcb6248b2e02712,train,payment_impersonation,"[국제발신] ??? 고객님 신청하신 이디 전동 스쿠터 3세대 527,830원 완료 번호:[phone]"
msg-cdcf2dfc7474190999c3,train,payment_impersonation,[web발신] (주)삼성페이 승인번호 [number].000원 결제완료 되었습니다. [phone](주)삼성페이 [web발신] (주)삼성페이 승인번호 [number].000원 결제완료 되었습니다. [phone](주)삼성페이
msg-a6d506945e9b701052e1,train,payment_impersonation,"[web발신] [삼성페이] 승인번호[0598] 385,150원 처리완료 이용해주셔서 감사합니다."
msg-bf0dfb1e1aef571e6dfa,train,payment_impersonation,[web발신] (주)삼성페이 승인번호 [number].000원 결제완료 되었습니다. [phone](주)삼성페이
msg-b3d3b6b29fae9b4cd139,train,payment_impersonation,"[web발신] [samsung pay] 결제승인번호 [13540] 476,000원 문의전화:[number]"
msg-730ac32bb52515f362b7,train,payment_impersonation,[삼성페이] 해외인증 268*** usd 403$ 승인 본인 아닐 경우 소비자보호센터 문의 [phone] 방금 수신한 문자메시지는 해외에서 발송되었습니다.
msg-9fd68b8a09c8f103465e,train,payment_impersonation,[web발신] (주)삼성페이 승인번호 [number].000원 결제완료 되었습니다. [phone](주)삼성 페이
msg-a52c445339e75c5638c4,train,payment_impersonation,[web발신] ???님! 오늘일자에 드럼 세탁기 구매 발송처리되었습니다. 2~3일 후 도착합니다
msg-32ce2bf355f633f0fee5,train,payment_impersonation,"[web발신] (광고)[web발신] [kg이니시스] 464,000원 결제완료/ 익월 합산요금청구 무료수신거부[phone]"
msg-f83fe7e80b1199988bc6,train,payment_impersonation,[web발신] [union pay] 상품명:삼성스탠다드 에어컨 468.000 처리완료 승인날짜:6월13일 고객상담:[number]
msg-15e2ac02e0ac09e5383b,train,payment_impersonation,[국제발신] [삼성페이] 해외승인 357*** 본인아닐시문의 한국소비자원 문의:[number]
msg-c1aa2ee82e014406c58e,train,payment_impersonation,[web발신] [union pay] 상품명:삼성 에어컨 468.000 처리완료 05/17 인증완료 고객상담:[phone] [web발신] [union pay] 상품명:삼성 에어컨 468.000 처리완료 05/17 인증완료 고객상담:[phone]
msg-29618cee18396e8a8e81,train,payment_impersonation,"[국외발신] 삼성페이 임??님 벽걸이 에어컨 735,000원 승인 해외승인 826** 본인 아닐시 신고 문의:[phone]"
msg-d1f2ce6a48cfd3ddc352,train,payment_impersonation,kg모빌리언스 모바일 서비스 이용 요청일시:2019/10/17 요청사이트:헬로마켓 요청금액:457.000
msg-51961afc9b6d2bb950c4,train,payment_impersonation,"[web발신] -페이코-주문완료- 6/28(금요일)10:14분 결제알림 당월416,000원 결제완료 승인번호[number]"
msg-6f925e06a88f8d1cfd58,train,other,[web발신] 이력서보고연락드립니다 외출중이니 톡으로연락주세요 카카오톡아이디 14553
msg-19dec9801611d140a0f8,test,messenger_phishing,<제목: 제목없음> 엄마~나핸드폰 고장나서 지금 컴터로.문자중이야 문자확인하면 답줘.
msg-7b45fdda561c81cabe19,train,payment_impersonation,[web발신] ???님 주문하신 스마트에어컨 ???00원 승인완료 금일배송예정 문의:[phone]
msg-97b2b6ee95ed7d920877,train,messenger_phishing,엄마 나폰 고장났어 지금 폰 수리센터에 맡기로 매장 아저씨폰으로 엄마한고 문자하고 있어 급히 부탁할꺼 있는데 엄마 아저씨폰으로 대화하면 눈치도 보이고 그래서 카톡추가해줘 [phone] 이번호로 추가하고 톡줘
