review_id,message_id,original_label,text_judgment,a_risk_bucket,seed,fold,role,arm,probability,prediction
review-4db7bde369258db0,msg-6dd03ec5f1c618ada2c5,smishing,risky_request_visible,a_risky_request_visible,42,2,development_readout,A,0.49829687375608434,1
review-4dee15ae26647c57,msg-12bf543cc6f8c5b10b0a,normal,ordinary_notice_or_conversation_possible,a_not_risky_request_visible,42,1,development_readout,A,0.12173173867250135,0
review-50913d75a97def28,msg-59fc050be5af6ecad8a5,smishing,risky_request_visible,a_risky_request_visible,42,2,development_readout,A,0.49102385600968596,1
review-50eaadd4d0f17b7f,msg-7ebb94a273063e6a25f7,normal,ordinary_notice_or_conversation_possible,a_not_risky_request_visible,42,2,development_readout,A,0.11963549725205058,0
review-5192f26c12526af0,msg-46cf015971a39796118d,normal,risky_request_visible,a_risky_request_visible,42,1,development_readout,A,0.32634815262557026,0
review-5201c5937ee64b08,msg-bb5a4640eee306e11287,smishing,risky_request_visible,a_risky_request_visible,42,1,development_readout,A,0.5726560763449197,1
review-53c35a92e8d9dc2a,msg-d521b3868f2aa0b03976,normal,ordinary_notice_or_conversation_possible,a_not_risky_request_visible,42,0,development_readout,A,0.3583430891354504,0
review-53cc92ecebb430c9,msg-e602e76abd3350bfd137,normal,ordinary_notice_or_conversation_possible,a_not_risky_request_visible,42,1,development_readout,A,0.0935689141809577,0
review-543aeb75302230e1,msg-7e2ff44dc281462ddd2c,normal,ordinary_notice_or_conversation_possible,a_not_risky_request_visible,42,2,development_readout,A,0.08493421091678896,0
review-545d35ba143011e5,msg-fe80fc54d234587af050,normal,ordinary_notice_or_conversation_possible,a_not_risky_request_visible,42,2,development_readout,A,0.0967510044795637,0
review-5582aae305ae4193,msg-50997c3a965c36ff8cbc,normal,promotion_without_clear_scam_request,a_not_risky_request_visible,42,2,development_readout,A,0.1448731043001919,0
review-55839cdd8c1c65c6,msg-7bc3eb6f8e2897ba9d73,normal,promotion_without_clear_scam_request,a_not_risky_request_visible,42,2,development_readout,A,0.0914002249808918,0
review-56f61182338ec612,msg-791874081029523d4d1d,smishing,risky_request_visible,a_risky_request_visible,42,1,development_readout,A,0.5237491102214679,0
review-572c07846f21e2ba,msg-5c8a3583b29803350025,normal,ordinary_notice_or_conversation_possible,a_not_risky_request_visible,42,1,development_readout,A,0.07065935270612696,0
review-573127865357f88a,msg-6f84d9cc313db045b133,normal,ordinary_notice_or_conversation_possible,a_not_risky_request_visible,42,2,development_readout,A,0.09552863614659264,0
review-5784e41a45931326,msg-f2c24a6dc6cb602f2b03,smishing,risky_request_visible,a_risky_request_visible,42,1,development_readout,A,0.2794127110786736,0
review-591262c8bdf0034a,msg-1cfca21a07370919433a,smishing,ordinary_notice_or_conversation_possible,a_not_risky_request_visible,42,1,development_readout,A,0.3319997820232281,0
review-5915bce9f0ed137d,msg-e395baa51463221daebc,normal,insufficient_context,a_not_risky_request_visible,42,1,development_readout,A,0.17226749491005164,0
review-5a021883af9f96ea,msg-156bbfc36ff5805e450a,normal,promotion_without_clear_scam_request,a_not_risky_request_visible,42,2,development_readout,A,0.10866321431933271,0
review-5a7aed2fa9914ccd,msg-c51a29b00765bbce70ab,normal,ordinary_notice_or_conversation_possible,a_not_risky_request_visible,42,0,development_readout,A,0.20439273864566856,0
review-5a9261ed8c81a5c6,msg-dda62389e8fe6499fde9,normal,ordinary_notice_or_conversation_possible,a_not_risky_request_visible,42,1,development_readout,A,0.09009791288676743,0
review-5bd99d54544ce7e3,msg-9517e9c73490ca66a042,normal,promotion_without_clear_scam_request,a_not_risky_request_visible,42,1,development_readout,A,0.2009836155706333,0
review-5cdeba2735509611,msg-ae080cc622858f685d5a,smishing,risky_request_visible,a_risky_request_visible,42,0,development_readout,A,0.8504836883872947,1
review-5d4e3193863f1946,msg-02ba53db573bb7d15551,smishing,risky_request_visible,a_risky_request_visible,42,0,development_readout,A,0.7412084068127838,1
review-5fad6c92922b1924,msg-d7ae6177f242cd43abef,normal,insufficient_context,a_not_risky_request_visible,42,1,development_readout,A,0.15982664204070443,0
review-613647025d825449,msg-c2dbf3f9ef08a79aafdb,normal,ordinary_notice_or_conversation_possible,a_not_risky_request_visible,42,1,development_readout,A,0.13363039193843512,0
review-6260263e3bc9f334,msg-549f98d3604f2acece98,smishing,risky_request_visible,a_risky_request_visible,42,0,development_readout,A,0.9052519204018451,1
review-63ea5eac0fdbfe2f,msg-f9613a09341e642b64ae,smishing,risky_request_visible,a_risky_request_visible,42,0,development_readout,A,0.9052885013442722,1
review-6521774e33af014d,msg-9b1f08af6e0ef529c373,normal,ordinary_notice_or_conversation_possible,a_not_risky_request_visible,42,0,development_readout,A,0.19555705784092134,0
review-65c507e4203143d6,msg-fa95489fe7c0dfeb2251,smishing,risky_request_visible,a_risky_request_visible,42,1,development_readout,A,0.7285642663511086,1
review-65fde99e6e05f377,msg-4cb8c149ce6f9aed0469,smishing,risky_request_visible,a_risky_request_visible,42,0,development_readout,A,0.7564302406672898,1
review-6925d1d5c92f5e6d,msg-44953d9e4eb6da25905d,normal,ordinary_notice_or_conversation_possible,a_not_risky_request_visible,42,0,development_readout,A,0.2633130148042977,0
review-6a3da5bb1cbb35c3,msg-c4c6b04cd9f64fdb2a1a,smishing,risky_request_visible,a_risky_request_visible,42,1,development_readout,A,0.40510986448406566,0
review-6ae02f39f51553d5,msg-6ea3d783002f06a87f20,smishing,risky_request_visible,a_risky_request_visible,42,2,development_readout,A,0.6461360599139991,1
review-6f695f49e7ab13e0,msg-8356b29b26dab4a93304,normal,ordinary_notice_or_conversation_possible,a_not_risky_request_visible,42,0,development_readout,A,0.27600950797952545,0
review-722fa17d1953465a,msg-b3fb5a0a6aea14d37b31,smishing,risky_request_visible,a_risky_request_visible,42,0,development_readout,A,0.9027364495177024,1
review-737f8fd0571ce3c6,msg-c41cc6431e9d998e3d0b,smishing,insufficient_context,a_not_risky_request_visible,42,0,development_readout,A,0.449181463265011,0
review-747ccc19ddd0a65f,msg-2b77caba18e48a22b597,normal,ordinary_notice_or_conversation_possible,a_not_risky_request_visible,42,2,development_readout,A,0.15713206224681606,0
review-7494a9906bb71039,msg-6f6bbab188df73ce6c08,normal,promotion_without_clear_scam_request,a_not_risky_request_visible,42,1,development_readout,A,0.17120570325211606,0
review-75ab06f0d698d679,msg-f273e56e9277fab3062d,smishing,risky_request_visible,a_risky_request_visible,42,0,development_readout,A,0.44373540021991376,0
review-75f8aea8c65c0cb2,msg-944b6913babee30e1aa4,smishing,risky_request_visible,a_risky_request_visible,42,2,development_readout,A,0.8649734105242978,1
review-76f98d8733690feb,msg-34b43fdf59308e46e47d,normal,risky_request_visible,a_risky_request_visible,42,2,development_readout,A,0.1442010912199414,0
review-77b394cbe6e1dc4b,msg-168706cc9aaa2ee44f65,normal,ordinary_notice_or_conversation_possible,a_not_risky_request_visible,42,1,development_readout,A,0.34591284704830777,0
review-787b7c042622aae0,msg-b3943f3bacab6f799477,normal,promotion_without_clear_scam_request,a_not_risky_request_visible,42,1,development_readout,A,0.08615696858122618,0
review-790151d3979b5cf2,msg-05a81159578289c50343,normal,ordinary_notice_or_conversation_possible,a_not_risky_request_visible,42,2,development_readout,A,0.07169742895746266,0
review-7aed3e349c71aa1c,msg-93087cebe3aa7340ffc8,smishing,risky_request_visible,a_risky_request_visible,42,0,development_readout,A,0.6816116721610659,1
review-7bc2e45e3ffc6c78,msg-b62543444f94f00ab76a,normal,ordinary_notice_or_conversation_possible,a_not_risky_request_visible,42,0,development_readout,A,0.14229050829239032,0
review-7c0605262829dbc3,msg-c35aa37c11bf43b745cb,smishing,risky_request_visible,a_risky_request_visible,42,0,development_readout,A,0.9055248721307309,1
review-7d4271562f20ae7d,msg-0f3c1de813a299c535f9,normal,promotion_without_clear_scam_request,a_not_risky_request_visible,42,2,development_readout,A,0.12628616758791494,0
review-7d723e9bf1b824f5,msg-87a76d50e35b48e41218,smishing,risky_request_visible,a_risky_request_visible,42,1,development_readout,A,0.4196338351827032,0
review-7e4208c3a8d81d5e,msg-51e93ba561b9d389f5a6,normal,ordinary_notice_or_conversation_possible,a_not_risky_request_visible,42,2,development_readout,A,0.20762923502201683,0
review-80c5a8d505a86e25,msg-0d11f1b2d5dd7fb1934a,normal,ordinary_notice_or_conversation_possible,a_not_risky_request_visible,42,2,development_readout,A,0.11923523674630684,0
review-833c087c0ab5f903,msg-9fd68b8a09c8f103465e,smishing,insufficient_context,a_not_risky_request_visible,42,1,development_readout,A,0.4707363434934862,0
review-8408e233d5c05195,msg-61e1958480c0e2e496e5,normal,ordinary_notice_or_conversation_possible,a_not_risky_request_visible,42,2,development_readout,A,0.09354000245475354,0
review-869ed6a92825209e,msg-ebf36f8049d0506e786b,smishing,risky_request_visible,a_risky_request_visible,42,2,development_readout,A,0.4244003510266222,0
review-87280a48b9739e82,msg-a277748568204738c928,smishing,risky_request_visible,a_risky_request_visible,42,2,development_readout,A,0.4453840776395317,0
review-87fb862754461a9e,msg-0d54c7b740e366837504,normal,promotion_without_clear_scam_request,a_not_risky_request_visible,42,1,development_readout,A,0.05259916678503692,0
review-8858113ca39c4a08,msg-8e807a0816ba58157c7b,smishing,risky_request_visible,a_risky_request_visible,42,1,development_readout,A,0.7145727873173107,1
review-8a9a3331b5fa55b8,msg-c77a2ab7f5ebcb835ce1,normal,ordinary_notice_or_conversation_possible,a_not_risky_request_visible,42,0,development_readout,A,0.34006928659574953,0
review-8b051b87b72136a4,msg-8a4662fd944d66f460fd,smishing,risky_request_visible,a_risky_request_visible,42,2,development_readout,A,0.44201742133855215,0
review-8c9379e6d07693b9,msg-be03c5915bdd7e2e4314,smishing,risky_request_visible,a_risky_request_visible,42,2,development_readout,A,0.12753298809609057,0
review-8e3e294dce3f381b,msg-5d0a2376083daf8a9bde,normal,ordinary_notice_or_conversation_possible,a_not_risky_request_visible,42,2,development_readout,A,0.0931069619745962,0
review-8f7e5118fc4a9d93,msg-54a310f893f9630cdab4,smishing,risky_request_visible,a_risky_request_visible,42,2,development_readout,A,0.8724153249412928,1
review-901aa5f6d890357c,msg-74012a11f8d7a0e2cbd2,smishing,risky_request_visible,a_risky_request_visible,42,2,development_readout,A,0.8693944192425769,1
review-92026380db179cfa,msg-11b3b10960d7a9f4d101,smishing,risky_request_visible,a_risky_request_visible,42,1,development_readout,A,0.5288869751064176,1
review-92a8bdc500ce598c,msg-b0731c666ab671570088,smishing,risky_request_visible,a_risky_request_visible,42,0,development_readout,A,0.8533342522802356,1
review-936c9b094a62d464,msg-c8e57aa3882734555677,normal,ordinary_notice_or_conversation_possible,a_not_risky_request_visible,42,0,development_readout,A,0.09296436042427478,0
review-93d84a89e42aa2d2,msg-08ce7d2baeca7acc8b65,smishing,risky_request_visible,a_risky_request_visible,42,0,development_readout,A,0.6671762099734819,1
review-93f251b7f415320e,msg-25125973e3120d610fce,smishing,risky_request_visible,a_risky_request_visible,42,0,development_readout,A,0.8608141977944199,1
review-94b8ffc8b0784e28,msg-75d8feb50109f84a12cc,normal,ordinary_notice_or_conversation_possible,a_not_risky_request_visible,42,1,development_readout,A,0.07560445288163584,0
review-95b51a345d37bf9b,msg-1c7e06763517aa4b43bf,smishing,risky_request_visible,a_risky_request_visible,42,2,development_readout,A,0.3682388812458267,0
review-95c15e2125e8158e,msg-0afc2595ae8ed75b8bb8,smishing,risky_request_visible,a_risky_request_visible,42,1,development_readout,A,0.6056789350838102,1
review-962656fa6b00f587,msg-cce4c00da9a7d9f77c32,normal,promotion_without_clear_scam_request,a_not_risky_request_visible,42,1,development_readout,A,0.11181584151468706,0
review-96be0a4e61349470,msg-04b55107c00ee5b070d9,smishing,risky_request_visible,a_risky_request_visible,42,1,development_readout,A,0.7092384581311083,1
review-9762bd209b88d2ac,msg-891bb14bf560270521ca,smishing,risky_request_visible,a_risky_request_visible,42,1,development_readout,A,0.7520479389693537,1
review-9827872ee45caecd,msg-6632bfd7a0b259199dcf,smishing,risky_request_visible,a_risky_request_visible,42,0,development_readout,A,0.7563469848422861,1
review-982aea7aee2bfd5b,msg-3189e01199a2f10ad163,smishing,risky_request_visible,a_risky_request_visible,42,0,development_readout,A,0.8562569723393397,1
review-9833d3f3d2c07833,msg-d787f40cfc7dbbe6778f,smishing,risky_request_visible,a_risky_request_visible,42,1,development_readout,A,0.6255713921189474,1
review-98f41617c328173b,msg-c51643d14946078e7d57,smishing,risky_request_visible,a_risky_request_visible,42,0,development_readout,A,0.8696009329520117,1
review-9955e43648119f93,msg-c9f03e64293fb8bae46b,smishing,risky_request_visible,a_risky_request_visible,42,0,development_readout,A,0.5975074069473826,1
review-9a4ea6655a8a5a4f,msg-df3170271394537db9ca,normal,promotion_without_clear_scam_request,a_not_risky_request_visible,42,0,development_readout,A,0.20621617153098687,0
review-9a6d46e3500865e5,msg-db804cd0d3465516e4ad,smishing,risky_request_visible,a_risky_request_visible,42,2,development_readout,A,0.6920007042015707,1
